geohome,geowork,likeIrpin,likeVishneve,likeBucha,likeVorzel,likeKocubinske,likeBoyarka,likeBrovary,likeBoryspil,likeVyshgorod,comments,liveSuburb,liveOkolica,isGoodWorkLocation,age,isRented,job,liveHouse,isInvestor,isActivist,isFreeAppartmentImportant,
50.4023|30.5192,50.4733|30.4971,Нормальне,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Погане,Погане,Нормальне,Нормальне,,Скоріше так,Скоріше так,Так,30,Ні,Інша ІТ спеціальність,Скоріше так,Ні,Ні,Ні,
50.5163|30.5088,50.5163|30.5088,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Скоріше ні,Так,23,Так,Software Developer,Скоріше ні,Скоріше так,Так,Так,
50.4055|30.6405,50.4448|30.4510,Важко відповісти,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,,Так,Так,Скоріше так,26,Ні,Software Developer,Так,Так,Скоріше так,Скоріше ні,
50.0481|36.2101,50.0151|36.2202,,,,,,,,,,,Скоріше так,Скоріше так,Скоріше так,32,Ні,Software Developer,Так,Так,Скоріше так,Скоріше ні,
,,,,,,,,,,,,Так,Так,Важко відповісти,31,Так,Software Developer,Так,Так,Так,Так,
50.3996|30.6544,50.4493|30.4482,,,,,,,,,,,Важко відповісти,Так,Ні,44,Ні,Software Developer,Важко відповісти,Важко відповісти,Скоріше так,Ні,
50.4465|30.4229,50.4476|30.4230,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Так,26,Так,BA/QA,Так,Важко відповісти,Скоріше так,Так,
46.4290|30.7493,46.4659|30.7103,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Ні,Ні,Ні,29,Ні,Software Developer,Скоріше так,Скоріше ні,Скоріше так,Скоріше так,
50.4309|30.5399,50.4514|30.5983,Найкраще,Нормальне,Найкраще,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Найкраще,,Так,Так,Скоріше так,29,Ні,Project/Account Manager,Так,Скоріше так,Скоріше так,Скоріше так,
46.4490|30.7434,46.4435|30.7511,,,,,,,,,,,Так,Скоріше так,Так,26,Так,Software Developer,Так,Скоріше так,Скоріше так,Скоріше так,
50.0323|36.2095,50.0046|36.2455,,,,,,,,,,,Ні,Ні,Так,28,Так,Software Developer,Так,Скоріше так,Так,Ні,
50.4514857|30.5891268,50.4398757|30.4675475,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Нормальне,,Скоріше так,Так,Скоріше ні,24,Так,Software Developer,Так,Ні,Скоріше ні,Скоріше ні,
"50.469480, 30.604003","50.476532, 30.486826",Важко відповісти,,Погане,Погане,Важко відповісти,Важко відповісти,Нормальне,Погане,Погане,,Ні,Скоріше ні,Скоріше ні,39,Ні,Software Developer,Ні,Ні,Ні,Ні,
,,Погане,Погане,Нормальне,Погане,Нормальне,Погане,Погане,Погане,Погане,,Так,Скоріше ні,Ні,27,Ні,BA/QA,Так,Ні,Ні,Ні,
50.4284|30.5935,50.4450|30.5226,,,,,,,Нормальне,,,,Скоріше так,Скоріше ні,Так,30,Ні,Software Developer,Так,Так,Скоріше так,Скоріше так,
50.5245|30.2321,50.5245|30.2321,Найкраще,Важко відповісти,Погане,Погане,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Важко відповісти,,Так,Так,Так,39,Так,Project/Account Manager,Так,Ні,Скоріше так,Так,
,49.8375|24.0085,,,,,,,,Погане,,"Чому б не розглянути міста/селища поблизу Львова/Франківська? Десь, де поруч є гори і чисте повітря.",Так,Скоріше ні,Так,28,Так,Software Developer,Так,Так,Скоріше ні,Так,
50.5104|30.7926,50.4896|30.4900,Нормальне,Нормальне,Найкраще,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Погане,Погане,,Скоріше так,Скоріше ні,Скоріше так,34,Ні,Software Developer,Скоріше так,Ні,Скоріше ні,Ні,
50.4247|30.4579,50.4212|30.5296,,,Найкраще,Найкраще,Найкраще,,,,Найкраще,,Скоріше так,Скоріше ні,Так,29,Так,Software Developer,Скоріше так,Скоріше так,Скоріше ні,Скоріше ні,
50.4584|30.3706,50.4761|30.5000,Нормальне,Важко відповісти,Нормальне,Важко відповісти,Важко відповісти,Погане,Нормальне,Важко відповісти,Важко відповісти,Ивано-Франковск,Так,Так,Скоріше так,38,Ні,Software Developer,Так,Так,Ні,Ні,
,50.4453|30.4514,Нормальне,Найкраще,Погане,Погане,,Погане,Погане,Погане,Погане,,Так,Так,Так,27,Так,BA/QA,Так,Скоріше ні,Ні,Так,
49.5882|34.5283,49.5896|34.5555,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Важко відповісти,Важко відповісти,,Так,Так,Так,28,Так,Software Developer,Так,Скоріше ні,Скоріше ні,Так,
50.5171|30.6078,50.4221|30.5044,Погане,Погане,Погане,Погане,,Погане,Найкраще,Найкраще,Нормальне,,Так,Так,Скоріше ні,38,Ні,BA/QA,Так,Так,Скоріше так,Так,
"50.2740, 30.2023","50.461085, 30.339763",,,,,,,,,,,Важко відповісти,Скоріше так,Важко відповісти,25,Ні,Інша ІТ спеціальність,Так,Ні,Скоріше так,Ні,
50.4028|30.6189,50.4749|30.4914,Найкраще,Нормальне,Найкраще,Найкраще,Погане,Нормальне,Нормальне,Нормальне,Нормальне,,Так,Так,Ні,29,Ні,Project/Account Manager,Скоріше так,Скоріше ні,Скоріше так,Скоріше так,
50.9792|32.6459,50.9792|32.6459,,,,,,,,,,,Скоріше так,Скоріше так,Ні,30,Ні,Інша ІТ спеціальність,Так,Скоріше так,Так,Скоріше так,
